username,likes,comment,publishedAt,updatedAt,viewerRating,parentId,comment_id,word_count,cleaned_comment,topic_nmf,topic_kmeans,topic_word2vec_kmeans,sentiment,sentiment_vader
@leftrightandcentre833,0,"Most Europeans probably never tasted Cadbury, it's mainly British. Europeans are used to Belgian, Dutch and Swiss chocolate. Consider us spoiled.",2021-04-19T14:18:54Z,2021-04-19T14:18:54Z,none,,3706,21,european probably never tasted cadbury mainly british european used belgian dutch swiss chocolate consider u spoiled,5,3,6,0.25,0.0
@ahhhhhhhhhhhhsocool,0,"Tbh I don't really care chocolate is chocolate (white chocolate is not chocolate and I hate it)
But still tho the American chocolate Brand's are my least favourite",2021-04-19T14:04:51Z,2021-04-19T14:04:51Z,none,,3707,28,tbh really care chocolate chocolate white chocolate chocolate hate still tho american chocolate brand least favourite,0,2,5,-0.18000000000000002,0.0198
@Victoria-dh9vb,1,"... so basically it *undeniably tastes like vomit, but they keep the taste because America loves that smooth vomity flavour*",2021-04-19T14:04:00Z,2021-04-19T14:09:04Z,none,,3708,20,basically undeniably taste vomit keep taste love smooth vomity flavour,1,7,6,0.4,0.7783
@momatotsosrorudodi,1,"I've tried a Hershey's bar. It really does taste slightly like vomit.

I remember throwing it away. It was inedible.",2021-04-19T14:00:12Z,2021-04-19T14:00:12Z,none,,3709,20,tried hershey bar really taste slightly like vomit remember throwing away inedible,6,7,6,0.016666666666666677,0.2975
@Victoria-dh9vb,1,"I'm Canadian, and once I tasted European chocolate my heart broke. *North American chocolate is garbage*",2021-04-19T13:58:55Z,2021-04-19T13:58:55Z,none,,3710,16,canadian tasted european chocolate heart broke north american chocolate garbage,5,2,5,0.0,-0.4215
@DeNorali,1,Only time I have ever thrown away chocolate was Hershey's.,2021-04-19T13:47:42Z,2021-04-19T13:47:42Z,none,,3711,10,time ever thrown away chocolate hershey,2,5,4,0.0,0.0
@metalvideos1961,1,Why Cadbury. Never heard of it as a Dutchman. And we make one of the best chocolate.,2021-04-19T13:16:43Z,2021-04-19T14:55:58Z,none,,3712,17,cadbury never heard dutchman make one best chocolate,8,8,4,1.0,0.6369
@metalvideos1961,0,I never had it as a European. But I know it's pure chemical because 99% of the food is in America,2021-04-19T13:14:31Z,2021-04-19T13:14:31Z,none,,3713,21,never european know pure chemical food america,5,1,2,0.10714285714285714,0.0
@annamae859,0,"Cadbury is a UK chocolate bar no easily found in the rest of Europe. Along with galaxy it is nasty, too sweet not enough cocoa solids. So I would have to agree there is little difference between Cadbury and Hersey both are gross. Even Cadbury's attempt at dark chocolate, Bournville, fails on every level, also too sweet.
If you want to compare a 'European' milk chocolate Lindt is your go to. It's pretty much the best milk chocolate on the planet, but even that pails into insignificance alongside it's own most popular bar, and my favourite, Lindt 70%, which as it's name suggests contains 70% cocoa. 
To my mind anything less than 70% is not chocolate but a sweet/candy bar.",2021-04-19T13:08:27Z,2021-04-19T13:08:27Z,none,,3714,120,cadbury uk chocolate bar easily found rest europe galaxy nasty sweet enough cocoa solid would agree little difference cadbury hersey gross even cadbury attempt dark chocolate bournville fails level also sweet want compare european milk chocolate lindt go pretty much best milk chocolate planet even pail insignificance popular bar favourite lindt name suggests contains cocoa anything le chocolate sweet candy bar,8,3,4,0.09583333333333333,0.822
@ljh5588,0,"As a Canadian, Hershey's is gross.",2021-04-19T12:41:44Z,2021-04-19T12:41:44Z,none,,3715,6,canadian hershey gross,2,9,8,0.0,-0.4767
@kristinasusienkova5828,0,"I wonder, how does our chocolate taste to americans 🤔",2021-04-19T12:36:40Z,2021-04-19T12:36:40Z,none,,3716,10,wonder chocolate taste american,1,2,5,0.0,0.0
@justkibby5959,0,"Ive heard of Hershey being more bitter, but ive never heard people say it was sour. European chocolate is sweeter to me than Hershey. I really dont like it.",2021-04-19T12:26:15Z,2021-04-19T12:26:15Z,none,,3717,29,ive heard hershey bitter ive never heard people say sour european chocolate sweeter hershey really dont,2,5,0,0.09,-0.6284
@hepthegreat4005,0,"Americans do too. I like reeces though. Herseys is just bleh, but if you add some sort of filling, it becomes ok.",2021-04-19T12:16:31Z,2021-04-19T12:19:45Z,none,,3718,22,american reeces herseys bleh add sort filling becomes ok,4,1,5,0.5,0.5499
@sushi777300,0,"British chocolate isn't exactly a good comparison
Belgium and Switzerland is where you want to go",2021-04-19T12:16:19Z,2021-04-19T12:16:19Z,none,,3719,16,british chocolate exactly good comparison belgium switzerland want go,0,0,4,0.35,-0.2746
@jitagan,0,Europeans insist on putting rancid-tasting hazelnut in most of their chocolate.,2021-04-19T12:15:38Z,2021-04-19T12:15:38Z,none,,3720,11,european insist putting rancid tasting hazelnut chocolate,5,1,5,0.5,0.0
@strawberry0377,0,The uk isnt even a european country anymore..,2021-04-19T12:14:17Z,2021-04-19T12:14:17Z,none,,3721,8,uk isnt even european country anymore,5,3,0,0.0,0.0
@Kj16V,0,"American chocolate tastes exactly like cheap, nasty ""chocolate flavour"" Christmas tree decorations.",2021-04-19T12:11:29Z,2021-04-19T12:11:29Z,none,,3722,12,american chocolate taste exactly cheap nasty chocolate flavour christmas tree decoration,1,2,8,-0.0875,-0.2732
@Wiley_Coyote,0,"This is why when I eat US candy bars, it's just ones where chocolate is an outer shell around other ingredients.  If I'm going to eat a bar that's all or mostly all chocolate, it's not going to be Hersheys.",2021-04-19T12:07:19Z,2021-04-19T12:07:19Z,none,,3723,40,eat u candy bar one chocolate outer shell ingredient going eat bar mostly chocolate going hershey,2,5,4,0.1875,0.0
@valiroime,0,Never been a fan of Hershey’s. I find their chocolate products gritty.,2021-04-19T12:06:15Z,2021-04-19T12:07:21Z,none,,3724,12,never fan hershey find chocolate product gritty,2,5,5,0.0,-0.2411
@tursiopss,0,"There is a shop next to my house where they sell American foods. I have been thinking about buy one of the Hersey chocolates to try but now I am not sure if I want to spend money on a ""vomit flavour chocolate"" haha I have try the reese ones tho, they were ok, I guess that peanut butter camoufladge the vomit flavour :p",2021-04-19T11:44:30Z,2021-04-19T11:44:30Z,none,,3725,64,shop next house sell american food thinking buy one hersey chocolate try sure want spend money vomit flavour chocolate haha try reese one tho ok guess peanut butter camoufladge vomit flavour p,6,1,6,0.19999999999999998,0.7978
@raychat2816,0,"Cadbury of all chosen brands for this rather good video are however a lot more available in the Levant and to a high extent the Arab Peninsula than they are in Europe, where I generally found a lot more Lindt, Ferrero Nestlé products ... regardless of Brexit as this happened long before it ever happened.
In the Arab peninsula, American confectioneries do have a market there and it's where during a visit I've seen some Hershey chocolate syrup for the first time, although certainly not as big a share as European and English similar products, in the Levant however it's European and English chocolates in many forms, as far as imported Western confectioneries and syrups go.
May we be from the Levant or the Arab peninsula however we seem to prefer European and English chocolates as well ... and now I finally know technically why",2021-04-19T11:40:25Z,2021-04-19T11:45:39Z,none,,3726,145,cadbury chosen brand rather good video however lot available levant high extent arab europe generally found lot lindt ferrero nestlé product regardless brexit happened long ever happened arab peninsula american confectionery market visit seen hershey chocolate syrup first time certainly big share european english similar product levant however european english chocolate many form far imported western confectionery syrup go may levant arab peninsula however seem prefer european english chocolate well finally know technically,5,3,0,0.14136363636363639,0.6717
@CalmCate,0,I'm Australian not European and I was so disappointed and quite frankly disgusted when I first tasted a Hershey's chocolate.,2021-04-19T11:35:44Z,2021-04-19T11:35:44Z,none,,3727,20,australian european disappointed quite frankly disgusted first tasted hershey chocolate,5,5,8,-0.3,-0.8257
@_Just_Another_Guy,0,"As a Canadian, I do find that the chocolate imported from the U.S. has this weird, almost indescribable, ""artificial"" taste.  

Sometimes it vaguely tastes metallic and other times it just tastes like I put a spoonful of sugar in my mouth.  The cocoa flavour is barely noticeable, if it's still even in American chocolates and haven't been replaced by just sugar & brown food colouring.

Hersheys and M&M's are the most noticeable culprits of this artificial taste.",2021-04-19T10:36:46Z,2021-04-19T10:36:46Z,none,,3728,77,canadian find chocolate imported u weird almost indescribable artificial taste sometimes vaguely metallic time taste put spoonful sugar mouth cocoa flavour barely noticeable still even american chocolate replaced sugar brown food colouring hershey noticeable culprit artificial taste,1,6,0,-0.221875,0.1593
@kylzepolaczkowaty2197,0,American moment right there,2021-04-19T10:14:35Z,2021-04-19T10:14:35Z,none,,3729,4,american moment right,4,1,5,0.14285714285714285,0.0
@cazmaru,0,"European here, Cadburry isn't chocolate, it's crap... (still blaming the swiss for having added milk to chocolate)",2021-04-19T09:23:07Z,2021-04-19T09:28:57Z,none,,3730,17,european cadburry chocolate crap still blaming swiss added milk chocolate,7,4,8,-0.4,-0.4939
@TheGingerburger,0,It's not just sour it tastes burnt,2021-04-19T09:16:49Z,2021-04-19T09:16:49Z,none,,3731,7,sour taste burnt,1,6,4,-0.15000000000000002,0.0
@LeicaM11,0,"Cadbury never is a large competetor in Europe. I am sure, 80% of children never ever even have heard the word Cadbury‘s. Over here Stollwerck, Mondelez or Ritter and Ferrero/Kinder are wellknown, as Lindt and Sarotti or Storck.",2021-04-19T08:51:00Z,2021-04-19T09:00:35Z,none,,3732,38,cadbury never large competetor europe sure child never ever even heard word cadbury stollwerck mondelez ritter ferrero kinder wellknown lindt sarotti storck,8,3,6,0.35714285714285715,0.3182
@bamb6098,264,I remember trying Hershey’s chocolate syrup as a child and thinking “Is this supposed to taste... good??”,2021-04-19T08:29:00Z,2021-04-19T08:29:00Z,none,,3733,17,remember trying hershey chocolate syrup child thinking supposed taste good,2,0,8,0.7,0.0
@aprilp7744,4,"Now I know I'm not crazy, lol. I knew there was a weird aftertaste in Hershey's. Ever since I had a taste of European chocolate, I now prefer it.",2021-04-19T08:11:08Z,2021-04-19T08:11:08Z,none,,3734,29,know crazy lol knew weird aftertaste hershey ever taste european chocolate prefer,5,6,8,0.15000000000000002,-0.2491
@Just_Mike64,0,"On behalf of 90% of the Europeans, we never heard of cadbury or the US brand before. Real chocolate comes from leonidas or lindt period",2021-04-19T08:06:22Z,2021-04-19T08:06:22Z,none,,3735,25,behalf european never heard cadbury u brand real chocolate come leonidas lindt period,8,3,6,0.2,0.0
@somthingbrutal,0,it did eventually lead to the desecration of Cadbury's  cream eggs after kraft changed the chocolate to the horrible american variety,2021-04-19T07:08:12Z,2021-04-19T07:08:12Z,none,,3736,21,eventually lead desecration cadbury cream egg kraft changed chocolate horrible american variety,8,1,8,-0.5,-0.5423
@sadieann1036,0,I'm an american and Cadbury is my fav over Hershey's. Caramellos are my favorite 😋,2021-04-19T06:21:15Z,2021-04-19T06:21:15Z,none,,3737,15,american cadbury fav hershey caramellos favorite,8,5,0,0.25,0.7184
@internetkurator9256,2,"Who eats Cadbury and American junk when you can have Swiss, German and Belgium brands, and many local manufactures?",2021-04-19T05:46:22Z,2021-04-19T05:46:22Z,none,,3738,19,eats cadbury american junk swiss german belgium brand many local manufacture,8,3,6,0.125,0.0
@emperortbw402,0,"According to a documentary with interviews with reps from Hershey, it wasn't just added butyric acid, but, at least originally, was a result of bacterially culturing the milk before adding it. It makes sense because Europeans have always had irrational disdain for American culture.",2021-04-19T03:43:09Z,2021-04-19T03:43:09Z,none,,3739,44,according documentary interview rep hershey added butyric acid least originally result bacterially culturing milk adding make sense european always irrational disdain american culture,7,4,8,0.018750000000000003,-0.8047
@budvar45,0,"Hey I've tried ""Hersheys"" and yes it does have the consistency and the background taste of earwax, end of. But, the main difference between ""English"" (As opposed to European, big difference) chocolate is the temperature stabilisation. You pick up a bar of Hersheys in Flagstaff Arizona at the height of summer and it's the same as picking it up in Buffalo NY in the middle of winter. English chocolate in an Arizona summer would have the consistency of dog shit. You ever get any English chocolate, put it in the fridge. I've met several American girls who once they try English chocolate, it spoils them for life with Hersheys. Every time without fail they always prefer Rowntrees (Now Nestles) Galaxy chocolate as opposed to Cadburys. Just a heads up..",2021-04-19T02:59:26Z,2021-04-19T02:59:26Z,none,,3740,129,hey tried hershey yes consistency taste earwax end main difference english opposed european big difference chocolate temperature stabilisation pick bar hershey flagstaff arizona height summer picking buffalo ny middle winter english chocolate arizona summer would consistency dog shit ever get english chocolate put fridge met several american girl try english chocolate spoil life hershey time fail always prefer rowntrees nestle galaxy chocolate opposed cadburys head,2,5,8,-0.041025641025641026,-0.0708
@LUDOVICOPAPALIA,1,"Sorry but don't you have Lindt, Ferrero or Kinder in US?😭",2021-04-18T22:41:44Z,2021-04-18T22:41:44Z,none,,3741,11,sorry lindt ferrero kinder u,8,1,2,-0.5,0.631
@QuestionsIAskMyself,1,"Bruh I’m American and American chocolate is bad, it is so absurdly sweet for no reason. Especially Hershey’s omfg, Hershey is only good melted on strawberry. Milk chocolate in the US is just bad and annoyingly sweet and leaves an nasty milk aftertaste. Dark chocolate is better thi",2021-04-18T22:31:59Z,2021-04-18T22:31:59Z,none,,3742,48,bruh american american chocolate bad absurdly sweet reason especially hershey hershey good melted strawberry milk chocolate u bad annoyingly sweet leaf nasty milk aftertaste dark chocolate better thi,7,4,6,-0.05416666666666664,-0.1137
@MrGearoid65,0,US chocolate really does taste like sick. I couldn't believe it the first time I bought a load of Hershey's products to bring back from my first US trip. It really is horrible compared to Cadbury and any Swiss or Belgian chocolate. Sorry!,2021-04-18T22:18:13Z,2021-04-18T22:18:13Z,none,,3743,43,u chocolate really taste sick believe first time bought load hershey product bring back first u trip really horrible compared cadbury swiss belgian chocolate sorry,8,5,0,-0.23418367346938776,-0.7102
@Hikarihoratio,0,I dont like milk chocolate either,2021-04-18T22:08:53Z,2021-04-18T22:08:53Z,none,,3744,6,dont milk chocolate,7,4,0,0.0,-0.2755
@Olivia-W,1,"Huh. I don't know, the chocoaltes I've transported from the States to Poland seemed to get chowed fown quite quickly.

Then again, students _will_ eat almost anything.",2021-04-18T21:55:46Z,2021-04-18T21:55:46Z,none,,3745,27,huh know chocoaltes transported state poland seemed get chowed fown quite quickly student _will_ eat almost anything,9,1,6,0.3333333333333333,0.0
@piseinolego,0,"fuck your chocolate, worry bout the fucking murder goverment",2021-04-18T21:47:37Z,2021-04-18T21:47:37Z,none,,3746,9,fuck chocolate worry fucking murder goverment,0,1,1,-0.5,-0.908
@trypr,1,"Thank you for the video. Although I'm sure the same is true in America, there's a demarcation between chocolate brands, like Cadbury, and Hershey, that substitute vegetable fat for cocoa butter in chocolate, and those that do not. Soya Lecithin seems to be everywhere these days, even in Valrhona bars, but most big European brands (including Lindt, Cote'Dor, Milka) do not substitute vegetable fat in their plain chocolate bars; though you might find it incorporated into other chocolate confections, and some cheap brands. Cadbury is very popular in the UK, but it's also very sweet, and a little greasy, with an overpowering vanilla taste: it's still enjoyable, but while there's an arguement for it being a leader in the UK, it seems odd to use it as a benchmark for European Chocolate. This video was very informative about how Hershey's is different, but there is more to the difference in popular European taste.",2021-04-18T21:28:31Z,2021-04-18T21:28:31Z,none,,3747,153,thank video sure true america demarcation chocolate brand cadbury hershey substitute vegetable fat cocoa butter chocolate soya lecithin seems everywhere day even valrhona bar big european brand including lindt cote dor milka substitute vegetable fat plain chocolate bar might find incorporated chocolate confection cheap brand cadbury popular uk also sweet little greasy overpowering vanilla taste still enjoyable arguement leader uk seems odd use benchmark european chocolate video informative hershey different difference popular european taste,5,3,6,0.20457738095238098,0.9621
@caramelvictim193,1,Glad I got a Lindt ad before this video,2021-04-18T21:17:04Z,2021-04-18T21:17:04Z,none,,3748,9,glad got lindt ad video,9,1,2,0.5,0.4588
@darkwolf453,0,"“The taste is what we all know and love!“
-yeah, love that taste of baby vomit",2021-04-18T21:02:44Z,2021-04-18T21:02:44Z,none,,3749,16,taste know yeah love taste baby vomit,1,7,6,0.5625,0.6696
@EtherealBlueRainbow,1,"I can't stand Us choco. Cadbury tastes horrible too, a harsh, overly sweet, with sour/bitter undertones, which explains why I wouldn't I wouldn't buy Milka products for the longest time, just because both are purple & I mixed up the 2. Although I have learned from the comments that both are owned by the same company, Milka actually has a European chocolate taste, soft, mellow & buttery, they are the biggest sellers on the market because they have a middle ground taste that works for teenagers & adults. To compare to other brands well known in Europe: 
Kinder, geared for kids, goes heavier on the sugar, while Ferrero & Raffaello, same company but marketed to adults, try to strike the perfect balance with the nuts or coco, & everyone knows Nutella;
Lindt: what I call indulgence chocolat, extra soft & creamy;
Mars, Twix, Toblerone, etc: the too sweet, but still tasty in half/quarter doses, from time to time, & a lot better tasting in ice cream;
The store brand: the cheapest, watered down, but still decent tasting option for lighter wallets;
Then you have to add all the specialized chocolate brands, like Jeff de Bruges, more expensive, but also more refined & with more variety, they usually have their own small shops.
Edit: Adding Ritter Sport, mostly unknown in France, but decent basic chocolat.",2021-04-18T20:34:53Z,2021-04-18T20:45:03Z,none,,3750,224,stand u choco cadbury taste horrible harsh overly sweet sour bitter undertone explains buy milka product longest time purple mixed learned comment owned company milka actually european chocolate taste soft mellow buttery biggest seller market middle ground taste work teenager adult compare brand well known europe kinder geared kid go heavier sugar ferrero raffaello company marketed adult try strike perfect balance nut coco everyone know nutella lindt call indulgence chocolat extra soft creamy mar twix toblerone etc sweet still tasty half quarter dos time time lot better tasting ice cream store brand cheapest watered still decent tasting option lighter wallet add specialized chocolate brand jeff bruges expensive also refined variety usually small shop edit adding ritter sport mostly unknown france decent basic chocolat,8,3,6,0.08045634920634921,0.9313
@CCFONESOL,0,Our chocolate is too sweet.,2021-04-18T20:06:43Z,2021-04-18T20:06:43Z,none,,3751,5,chocolate sweet,0,1,6,0.35,0.4588
@rachelm7525,2,The best chocolate-maker in the world is.....Belgium! Cadburys is mass-produced and pretty cheap...and only available in the UK. 🙂 (I think),2021-04-18T20:06:16Z,2021-04-18T20:06:16Z,none,,3752,21,best chocolate maker world belgium cadburys mass produced pretty cheap available uk think,9,8,4,0.4125,0.8268
@snifey7694,10,"""You didn't go to college"" 
- Hershey's himself to his co-worker helping him inventing hershey 



Very cursed invention",2021-04-18T20:01:22Z,2021-04-18T20:01:22Z,none,,3753,18,go college hershey co worker helping inventing hershey cursed invention,2,5,8,0.2,0.296
@edwardaugustus9680,0,"It kind of is your fault when you think about, you continue to buy the product and the companies continue to add ingredients that result in a subpar taste.",2021-04-18T19:43:04Z,2021-04-18T19:43:04Z,none,,3754,29,kind fault think continue buy product company continue add ingredient result subpar taste,9,1,2,0.6,-0.4019
@sadpianist5846,40,Thank God some mystical force kept me from buying Hersheys chocolate when it was in store by some unexplained series of events,2021-04-18T19:13:28Z,2021-04-18T19:13:28Z,none,,3755,22,thank god mystical force kept buying hershey chocolate store unexplained series event,2,5,5,-0.05,0.5574
@-Nobody-1,0,Who gives a fuck,2021-04-18T19:03:21Z,2021-04-18T19:03:21Z,none,,3756,4,give fuck,8,1,1,-0.4,-0.5423
@Slaycentral466,0,Cadbury is superior,2021-04-18T18:54:09Z,2021-04-18T18:54:09Z,none,,3757,3,cadbury superior,8,3,8,0.7,0.5423
@borusa32,0,Thanks for explaining .,2021-04-18T18:53:03Z,2021-04-18T18:53:03Z,none,,3758,4,thanks explaining,9,1,5,0.2,0.4404
@iotaeta-pi2770,0,American chocolate truly is garbage because makers here cut way too many corners.,2021-04-18T18:47:29Z,2021-04-18T18:47:29Z,none,,3759,13,american chocolate truly garbage maker cut way many corner,4,1,5,0.25,0.2023
@TheJediKnight91,1,"Cadbury? It's more a British thing and you won't find it easily in continental Europe. We prefer Milka, Ferrero and Lindt instead.",2021-04-18T18:39:57Z,2021-04-18T18:39:57Z,none,,3760,22,cadbury british thing find easily continental europe prefer milka ferrero lindt instead,8,3,4,0.3111111111111111,-0.2584
@danielkarlsson8850,0,"Good chocolate has butter in it, not that cheap american palm oil crap.",2021-04-18T18:39:47Z,2021-04-18T18:39:47Z,none,,3761,13,good chocolate butter cheap american palm oil crap,4,0,6,0.07500000000000001,0.0772
@Sam-es2gf,1,"I'm British and I have no idea why you used Cadbury as an example of European chocolate. Ever since Cadbury was bought out a decade ago by Kraft they have been adding that vomit tasting stuff into the products. I don't buy it any more, I buy Belgian and German chocolate instead.",2021-04-18T18:20:26Z,2021-04-18T18:20:26Z,none,,3762,52,british idea used cadbury example european chocolate ever cadbury bought decade ago kraft adding vomit tasting stuff product buy buy belgian german chocolate instead,8,3,4,0.125,-0.296
@DomingoDeSantaClara,2443,"Cadbury chocolate is available in most former countries of the British Empire,I've never seen it around Europe.",2021-04-18T18:13:27Z,2021-04-18T18:13:27Z,none,,3763,17,cadbury chocolate available former country british empire never seen europe,8,3,4,0.225,0.0
@francescaicaza5148,1,"Im not even european but i really don't like the taste of hersheys, is too overly sweet and taste like... Powdered milk",2021-04-18T18:02:03Z,2021-04-18T18:02:03Z,none,,3764,22,im even european really taste hershey overly sweet taste powdered milk,1,6,0,0.18333333333333335,0.2305
@trashcatlinol,0,"...wait, are you saying Hershey and Cadbury are manufactured with a drop of human blood? I'm not sure how to take bit of information.",2021-04-18T17:55:58Z,2021-04-18T17:55:58Z,none,,3765,24,wait saying hershey cadbury manufactured drop human blood sure take bit information,8,5,8,-0.125,-0.47
@robertokarlo1870,0,Well now i know not to buy chocolate in America if i ever travel there.,2021-04-18T17:51:58Z,2021-04-18T17:51:58Z,none,,3766,15,well know buy chocolate america ever travel,9,1,2,0.0,0.2732
@renatamelo1139,1,What about swiss chocolate? It makes any other chocolate taste like shit compared to,2021-04-18T17:47:10Z,2021-04-18T17:47:10Z,none,,3767,14,swiss chocolate make chocolate taste shit compared,3,6,6,-0.1625,-0.2732
@CelesteSeeker,0,"This explains why I don't like plain milk chocolate, especially Hershey's.",2021-04-18T17:32:24Z,2021-04-18T17:32:24Z,none,,3768,11,explains plain milk chocolate especially hershey,7,4,8,-0.10714285714285714,-0.2755
@sleepingfrog,0,Who tells them that Cadbury is an as equally disgusting chocolate than American chocolate what just tastes cheap and fatty like all of Mondelez owned chocolates.,2021-04-18T17:11:37Z,2021-04-18T17:11:37Z,none,,3769,26,tell cadbury equally disgusting chocolate american chocolate taste cheap fatty mondelez owned chocolate,0,2,8,-0.2,-0.2263
@lightdark00,0,Milk chocolate in the US has always been nasty to me. Maybe I would have liked milk chocolate if I lived in Europe.,2021-04-18T17:03:57Z,2021-04-18T17:03:57Z,none,,3770,23,milk chocolate u always nasty maybe would liked milk chocolate lived europe,7,4,0,-0.2,-0.2023
@darkobonovil521,1,As a European I am very thankful for the warning . Now I know what to avoid . Similar videos would be appreciated. I headed that your sugar also tastes weird .,2021-04-18T16:54:52Z,2021-04-18T16:54:52Z,none,,3771,32,european thankful warning know avoid similar video would appreciated headed sugar also taste weird,5,6,4,-0.019999999999999997,0.4576
@kamilem.6947,1,When i tasted Hershey's i thought the taste was like soap,2021-04-18T16:37:04Z,2021-04-18T16:37:04Z,none,,3772,11,tasted hershey thought taste soap,2,5,0,0.0,0.3612
@Klefth,0,"Europeans? Everybody should hate it, it's garbage. It tastes like nothing but sugar initially, and then it leaves this weirdly acidic aftertaste that feels like you're having acid reflux/almost puking in your mouth. Disgusting. This isn't just a europe thing. Hershey's is absolutely disgusting.",2021-04-18T16:23:54Z,2021-04-18T17:01:58Z,none,,3773,44,european everybody hate garbage taste nothing sugar initially leaf weirdly acidic aftertaste feel acid reflux almost puking mouth disgusting europe thing hershey absolutely disgusting,5,5,6,-0.6599999999999999,-0.9427
@geoffjones5421,1,"Ford is always presented as the first to mass produce anything. In fact the moving production line was used extensively in the UK long before to produce for instance china (wedgwood), steam engines (GWR), and - of course - chocolate (Bournvile - the first to do so).",2021-04-18T16:21:52Z,2021-04-18T16:21:52Z,none,,3774,47,ford always presented first mass produce anything fact moving production line used extensively uk long produce instance china wedgwood steam engine gwr course chocolate first,0,1,0,0.1125,0.0
@bradkrekelberg8624,0,mmmmmm... vomit chocolate.........,2021-04-18T15:56:01Z,2021-04-18T15:56:01Z,none,,3775,3,mmmmmm vomit chocolate,6,7,8,0.0,0.0
@leksluthor3,1,Isn’t Cadbury mainly seen in the UK? I haven’t really seen anything of theirs here in Germany. And UK isn’t Europe anymore.,2021-04-18T15:55:42Z,2021-04-18T15:55:42Z,none,,3776,22,cadbury mainly seen uk really seen anything germany uk europe anymore,8,3,6,0.18333333333333335,0.0
@leksluthor3,0,Isn’t American knockoff Parmesan also weird in that it has one chemical that’s found in smelly feet or something?,2021-04-18T15:53:24Z,2021-04-18T15:53:24Z,none,,3777,19,american knockoff parmesan also weird one chemical found smelly foot something,4,1,8,-0.25,-0.1779
@kristinar385,0,"As a german, Cadbury´s is gross, too. I prefer Ritter Sport or Lindt and mostly dark choclat.",2021-04-18T15:51:18Z,2021-04-18T15:51:18Z,none,,3778,17,german cadbury gross prefer ritter sport lindt mostly dark choclat,8,9,2,-0.049999999999999996,-0.4767
@losfromla1480,0,"Hershey's is disgusting, so is all milk chocolate.",2021-04-18T15:47:18Z,2021-04-18T15:47:18Z,none,,3779,8,hershey disgusting milk chocolate,7,4,6,-1.0,-0.5267
@positivelyisabella,0,I have always hated the taste of Hershley bars lol,2021-04-18T15:42:29Z,2021-04-18T15:42:29Z,none,,3780,10,always hated taste hershley bar lol,1,6,0,-0.04999999999999999,-0.34
@MitsukiHashiba,0,Swiss and German Chocolate is the best.,2021-04-18T15:40:38Z,2021-04-18T15:40:38Z,none,,3781,7,swiss german chocolate best,0,8,4,0.5,0.6369
@RaiderDave42069,0,as an American I think hersheys tastes like trash,2021-04-18T15:33:02Z,2021-04-18T15:33:02Z,none,,3782,9,american think hershey taste trash,1,6,0,0.0,0.3612
@lyricoan9646,0,"I've tried Hershey's kisses and Reese's Peanut Butter Cups, both were huge let downs. Hershey tastes like very cheap chocolate with a weird flavor and Reese's is only sugar. There's perhaps only a slight hint of peanut butter. I only eaten 1 piece of each and gave the rest away. After that experience I know I don't need to try other US chocolates anymore.",2021-04-18T15:24:21Z,2021-04-18T15:24:21Z,none,,3783,64,tried hershey kiss reese peanut butter cup huge let down hershey taste cheap chocolate weird flavor reese sugar perhaps slight hint peanut butter eaten piece gave rest away experience know need try u chocolate anymore,2,5,4,0.01604166666666669,0.7506
@adelaney1342,0,As an american American chocolate is bad,2021-04-18T14:56:31Z,2021-04-18T14:56:31Z,none,,3784,7,american american chocolate bad,4,2,8,-0.23333333333333328,-0.5423
@fredxu99,0,"I feel like I'm the only person in this comments section that likes both. Hershey's to me just has a sharper more sour taste, while Lindt is more palatable and a bit more soothing. I prefer Lindt but if someone gives me a Hershey I'd still eat it and enjoy it.",2021-04-18T14:22:44Z,2021-04-18T14:22:44Z,none,,3785,51,feel person comment section hershey sharper sour taste lindt palatable bit soothing prefer lindt someone give hershey still eat enjoy,2,5,4,0.2916666666666667,0.8655
@Zordy21,0,Woah woah woah who tf said any of us like hershey's. It does taste sour. It does taste chemically. It's quite damn disgusting,2021-04-18T13:41:15Z,2021-04-18T13:41:15Z,none,,3786,23,woah woah woah tf said u hershey taste sour taste chemically quite damn disgusting,1,6,4,-0.575,-0.6335
@jkb2016,0,"Oh, Hershey, you cartoon villain!",2021-04-18T13:37:47Z,2021-04-18T13:37:47Z,none,,3787,5,oh hershey cartoon villain,2,5,0,0.0,-0.5983
@yippehanako,0,"Okay, so I'm not crazy. I've always thought it tastes like vomit. Especially holiday chocolates like for valentines and Easter",2021-04-18T12:52:49Z,2021-04-18T12:52:49Z,none,,3788,20,okay crazy always thought taste vomit especially holiday chocolate valentine easter,6,7,8,0.26666666666666666,0.8805
@JustsomeSpaceG1,0,We don't think it's taste bad. We know it's bad,2021-04-18T12:26:28Z,2021-04-18T12:26:28Z,none,,3789,10,think taste bad know bad,9,6,4,-0.6999999999999998,-0.7906
@thematrix3663,0,Its not just Europeans....,2021-04-18T12:10:53Z,2021-04-18T12:10:53Z,none,,3790,4,european,5,3,0,0.0,0.0
@lisal5718,0,But why are Germans liking the European way even though the first chocolate many people got their hands to the end of WWII or shortly after was American chocolate handed out by GIs,2021-04-18T12:06:08Z,2021-04-18T12:06:08Z,none,,3791,33,german liking european way even first chocolate many people got hand end wwii shortly american chocolate handed gi,5,2,0,0.15,0.5499
